charges,Erin_charges,Count,Craig_charges,Craig_edit,2C_added
OBSTRUCTING ADMIN OF LAW/RESISTING ARREST,OBSTRUCTING ADMIN OF LAW/RESISTING ARREST,2,OBSTRUCTING ADMIN OF LAW/RESISTING ARREST,OBSTRUCTING ADMIN OF LAW/RESISTING ARREST,OBSTRUCTING ADMIN OF LAW/RESISTING ARREST
OBSTRUCTING ADMINISTRATION OF LAW AND CRIMINAL MISCHIEF,OBSTRUCTING ADMINISTRATION OF LAW AND CRIMINAL MISCHIEF,2,OBSTRUCTING ADMINISTRATION OF LAW AND CRIMINAL MISCHIEF,OBSTRUCTING ADMINISTRATION OF LAW AND CRIMINAL MISCHIEF,OBSTRUCTING ADMINISTRATION OF LAW AND CRIMINAL MISCHIEF
OBSTRUCTING AGG ASSAULT,OBSTRUCTING AGG ASSAULT,2,OBSTRUCTING AGG ASSAULT,OBSTRUCTING AGG ASSAULT,OBSTRUCTING AGG ASSAULT
OBSTRUCTING AND IMPROPER BEHAVIOR,OBSTRUCTING AND IMPROPER BEHAVIOR,2,OBSTRUCTING AND IMPROPER BEHAVIOR,OBSTRUCTING AND IMPROPER BEHAVIOR,OBSTRUCTING AND IMPROPER BEHAVIOR
OBSTRUCTING AND RESISTING ARREST,OBSTRUCTING AND RESISTING ARREST,2,OBSTRUCTING AND RESISTING ARREST,OBSTRUCTING AND RESISTING ARREST,OBSTRUCTING AND RESISTING ARREST
OBSTRUCTING GOVERNMENT FUNCTION/POSS OF WPN,OBSTRUCTING GOVERNMENT FUNCTION/POSS OF WPN,2,OBSTRUCTING GOVERNMENT FUNCTION/POSS OF WPN,OBSTRUCTING GOVERNMENT FUNCTION/POSS OF WPN,OBSTRUCTING GOVERNMENT FUNCTION/POSS OF WPN
OBSTRUCTING LAW ENFORCEMENT,OBSTRUCTING LAW ENFORCEMENT,2,OBSTRUCTING LAW ENFORCEMENT,OBSTRUCTING LAW ENFORCEMENT,OBSTRUCTING LAW ENFORCEMENT
OBSTRUCTING PUBLIC PASSAGE,OBSTRUCTING PUBLIC PASSAGE,2,OBSTRUCTING PUBLIC PASSAGE,OBSTRUCTING PUBLIC PASSAGE,OBSTRUCTING PUBLIC PASSAGE
OBSTRUCTING THE ADMIN OF LAW,OBSTRUCTING THE ADMIN OF LAW,2,OBSTRUCTING THE ADMIN OF LAW,OBSTRUCTING THE ADMIN OF LAW,OBSTRUCTING THE ADMIN OF LAW
OBSTRUCTING THE ADMINISTRATION OF LAW AND RESISTING ARREST,OBSTRUCTING THE ADMINISTRATION OF LAW AND RESISTING ARREST,2,OBSTRUCTING THE ADMINISTRATION OF LAW AND RESISTING ARREST,OBSTRUCTING THE ADMINISTRATION OF LAW AND RESISTING ARREST,OBSTRUCTING THE ADMINISTRATION OF LAW AND RESISTING ARREST
OBSTRUCTING UNDERAGE DRINKING,OBSTRUCTING UNDERAGE DRINKING,2,OBSTRUCTING UNDERAGE DRINKING,OBSTRUCTING UNDERAGE DRINKING,OBSTRUCTING UNDERAGE DRINKING
OBSTRUCTING/HINDERING,OBSTRUCTING/HINDERING,2,OBSTRUCTING/HINDERING,OBSTRUCTING/HINDERING,OBSTRUCTING/HINDERING
OBSTRUCTING/MOTOR VEHICLE,OBSTRUCTING/MOTOR VEHICLE,2,OBSTRUCTING/MOTOR VEHICLE,OBSTRUCTING/MOTOR VEHICLE,OBSTRUCTING/MOTOR VEHICLE
OBSTRUCTING/PARAPHERNALIA MARIJUANA/HEROIN/NEEDLE RESISTING ARREST,OBSTRUCTING/PARAPHERNALIA MARIJUANA/HEROIN/NEEDLE RESISTING ARREST,2,OBSTRUCTING/PARAPHERNALIA MARIJUANA/HEROIN/NEEDLE RESISTING ARREST,OBSTRUCTING/PARAPHERNALIA MARIJUANA/HEROIN/NEEDLE RESISTING ARREST,OBSTRUCTING/PARAPHERNALIA MARIJUANA/HEROIN/NEEDLE RESISTING ARREST
2C-29-1,2C:29-1,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C:29-1-1 OBSTRUCTING ADMIN OF LAW OR OTHER GOV'T FUNCTION,2C:29-1-1 OBSTRUCTING ADMIN OF LAW OR OTHER GOV'T FUNCTION,2,2C:29-1-1 OBSTRUCTING ADMIN OF LAW OR OTHER GOV'T FUNCTION,OBSTRUCTION,OBSTRUCTION
OBSTRUCT ADMIN OF LAW / 2C:29-1A,2C:29-1(A) OBSTRUCTION,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C;29-1,2C:29-1,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C-29-1A,2C:29-1(A),2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
OBSTRACTION,OBSTRACTION,2,OBSTRACTION,OBSTRUCTION,OBSTRUCTION
2C;29-1A,2C:29-1(A),2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
OBSTRUCTION.,OBSTRUCTION,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C:29- ILLEGIBLE,2C:29 ILLEGIBLE,2,2C:29 ILLEGIBLE,2C:29 ILLEGIBLE,OBSTRUCTION
OBSTRUCTION: 2C:29-1A,2C:29-1(A) OBSTRUCTION,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C:29:1,2C:29-1,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C:29:1A,2C:29-1(A),2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
2C:29-1.B,2C:29-1B,2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
3 (OBSTRUCTION,3 (OBSTRUCTION,2,3 (OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
"2C:29-1A,",2C:29-1(A),2,OBSTRUCTION,OBSTRUCTION,OBSTRUCTION
OBSTRUCTION / AGG. ASSAULT ON OFFICER,OBSTRUCTION / AGG. ASSAULT ON OFFICER,2,OBSTRUCTION / AGG. ASSAULT ON OFFICER,OBSTRUCTION / AGG. ASSAULT ON OFFICER,OBSTRUCTION / AGG. ASSAULT ON OFFICER
OBSTRUCTION / CDS,OBSTRUCTION / CDS,2,OBSTRUCTION / CDS,OBSTRUCTION / CDS,OBSTRUCTION / CDS
OBSTRUCTION / POSSESSION OF MARIJUANA,OBSTRUCTION / POSSESSION OF MARIJUANA,2,OBSTRUCTION / POSSESSION OF MARIJUANA,OBSTRUCTION / POSSESSION OF MARIJUANA,OBSTRUCTION / POSSESSION OF MARIJUANA
OBSTRUCTION / RESIST ARREST,OBSTRUCTION / RESIST ARREST,2,OBSTRUCTION / RESIST ARREST,OBSTRUCTION / RESIST ARREST,OBSTRUCTION / RESIST ARREST
OBSTRUCTION / RESISTING / BURG TO M.V / AGG ASST ON P.O,OBSTRUCTION / RESISTING / BURG TO M.V / AGG ASST ON P.O,2,OBSTRUCTION / RESISTING / BURG TO M.V / AGG ASST ON P.O,OBSTRUCTION / RESISTING / BURG TO M.V / AGG ASST ON P.O,OBSTRUCTION / RESISTING / BURG TO M.V / AGG ASST ON P.O
2C:33-2 2C:29-1,2C:29-1 & 2C:33-2,2,OBSTRUCTION & DISORDERLY CONDUCT,OBSTRUCTION & DISORDERLY CONDUCT,OBSTRUCTION & DISORDERLY CONDUCT
2C:29-2A / 2C:29-1,2C:29-1 & 2C:29-2(A),2,OBSTRUCTION & RESISTING,OBSTRUCTION & RESISTING,OBSTRUCTION & RESISTING
2C:29-1A; 2C:29-2A(1),2C:29-1(A) & 2C:29-2A(1),2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A/ 2C:29-2A(2),2C:29-1(A) & 2C:29-2A(2),2,2C:29-1(A) & 2C:29-2A(2),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESIST / OBSTRUCT,OBSTRUCTION & RESISTING,2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION LAW/GOVERNMENT FUNCTION & RESISTING ARREST,OBSTRUCTION LAW/GOVERNMENT FUNCTION & RESISTING ARREST,2,OBSTRUCTION LAW/GOVERNMENT FUNCTION & RESISTING ARREST,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A/2C:29-1A,2C:29-2A/2C:29-1A,2,2C:29-2A/2C:29-1A,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCT/ RESIST,OBSTRUCTION & RESISTING,2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A & 2C:29-2A,2C:29-1(A) & 2C:29-2(A),2,2C:29-1(A) & 2C:29-2(A),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A/2C:29-2A2,2C:29-1A/2C:29-2A2,2,2C:29-1A/2C:29-2A2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCT / RESIST,OBSTRUCTION & RESISTING,2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1(A) AND 2C:29-2A(1),2C:29-1(A) & 2C:29-2A(1),2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTING - RESISTING,OBSTRUCTION & RESISTING,2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION LAW/ GOVERNMENT FUNCTION & RESISTING ARREST,OBSTRUCTION LAW/ GOVERNMENT FUNCTION & RESISTING ARREST,2,OBSTRUCTION LAW/ GOVERNMENT FUNCTION & RESISTING ARREST,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
SIMPLE ASSAULT OBSTRUCTION,OBSTRUCTION & SIMPLE ASSAULT,2,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT
SIMPLE ASSAULT / OBSTRUCTION,OBSTRUCTION & SIMPLE ASSAULT,2,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT
OBSTRUCTION ADM. LAW - AGG. ASSAULT ON POLICE OFFICER,OBSTRUCTION ADM. LAW - AGG. ASSAULT ON POLICE OFFICER,2,OBSTRUCTION ADM. LAW - AGG. ASSAULT ON POLICE OFFICER,OBSTRUCTION ADM. LAW - AGG. ASSAULT ON POLICE OFFICER,OBSTRUCTION ADM. LAW - AGG. ASSAULT ON POLICE OFFICER
OBSTRUCTION ADMIN,OBSTRUCTION ADMIN,2,OBSTRUCTION ADMIN,OBSTRUCTION ADMIN,OBSTRUCTION ADMIN
OBSTRUCTION ADMIN OF LAW 2C:29-1A,OBSTRUCTION ADMIN OF LAW 2C:29-1A,2,OBSTRUCTION ADMIN OF LAW 2C:29-1A,OBSTRUCTION ADMIN OF LAW 2C:29-1A,OBSTRUCTION ADMIN OF LAW 2C:29-1A
OBSTRUCTION ADMIN OF LAW RESISTING WARRANT,OBSTRUCTION ADMIN OF LAW RESISTING WARRANT,2,OBSTRUCTION ADMIN OF LAW RESISTING WARRANT,OBSTRUCTION ADMIN OF LAW RESISTING WARRANT,OBSTRUCTION ADMIN OF LAW RESISTING WARRANT
OBSTRUCTION ADMIN. OF LAW/RESISTING ARREST,OBSTRUCTION ADMIN. OF LAW/RESISTING ARREST,2,OBSTRUCTION ADMIN. OF LAW/RESISTING ARREST,OBSTRUCTION ADMIN. OF LAW/RESISTING ARREST,OBSTRUCTION ADMIN. OF LAW/RESISTING ARREST
OBSTRUCTION ADMINISTRATION OF LAW OFFICIAL,OBSTRUCTION ADMINISTRATION OF LAW OFFICIAL,2,OBSTRUCTION ADMINISTRATION OF LAW OFFICIAL,OBSTRUCTION ADMINISTRATION OF LAW OFFICIAL,OBSTRUCTION ADMINISTRATION OF LAW OFFICIAL
OBSTRUCTION ADMINISTRATION OF LAW OR OTHER GOVERNMENTAL FUNCTION,OBSTRUCTION ADMINISTRATION OF LAW OR OTHER GOVERNMENTAL FUNCTION,2,OBSTRUCTION ADMINISTRATION OF LAW OR OTHER GOVERNMENTAL FUNCTION,OBSTRUCTION ADMINISTRATION OF LAW OR OTHER GOVERNMENTAL FUNCTION,OBSTRUCTION ADMINISTRATION OF LAW OR OTHER GOVERNMENTAL FUNCTION
OBSTRUCTION ADMINISTRATION OF LAW/ RESISTING ARREST,OBSTRUCTION ADMINISTRATION OF LAW/ RESISTING ARREST,2,OBSTRUCTION ADMINISTRATION OF LAW/ RESISTING ARREST,OBSTRUCTION ADMINISTRATION OF LAW/ RESISTING ARREST,OBSTRUCTION ADMINISTRATION OF LAW/ RESISTING ARREST
OBSTRUCTION AND HINDERING APPREHENSION,OBSTRUCTION AND HINDERING APPREHENSION,2,OBSTRUCTION AND HINDERING APPREHENSION,OBSTRUCTION AND HINDERING APPREHENSION,OBSTRUCTION AND HINDERING APPREHENSION
OBSTRUCTION AND ILLEGIBLE WITH WEAPONS,OBSTRUCTION AND ILLEGIBLE WITH WEAPONS,2,OBSTRUCTION AND ILLEGIBLE WITH WEAPONS,OBSTRUCTION AND ILLEGIBLE WITH WEAPONS,OBSTRUCTION AND ILLEGIBLE WITH WEAPONS
OBSTRUCTION GOV FUNCTION AGGRAVATED ASSAULT RESISTING ARREST,OBSTRUCTION GOV FUNCTION AGGRAVATED ASSAULT RESISTING ARREST,2,OBSTRUCTION GOV FUNCTION AGGRAVATED ASSAULT RESISTING ARREST,OBSTRUCTION GOV FUNCTION AGGRAVATED ASSAULT RESISTING ARREST,OBSTRUCTION GOV FUNCTION AGGRAVATED ASSAULT RESISTING ARREST
OBSTRUCTION GOVT FUNCTION,OBSTRUCTION GOVT FUNCTION,2,OBSTRUCTION GOVT FUNCTION,OBSTRUCTION GOVT FUNCTION,OBSTRUCTION GOVT FUNCTION
OBSTRUCTION ILLEGIBLE FUNCTION,OBSTRUCTION ILLEGIBLE FUNCTION,2,OBSTRUCTION ILLEGIBLE FUNCTION,OBSTRUCTION ILLEGIBLE FUNCTION,OBSTRUCTION ILLEGIBLE FUNCTION
OBSTRUCTION ILLEGIBLE RESISTING ARREST,OBSTRUCTION ILLEGIBLE RESISTING ARREST,2,OBSTRUCTION ILLEGIBLE RESISTING ARREST,OBSTRUCTION ILLEGIBLE RESISTING ARREST,OBSTRUCTION ILLEGIBLE RESISTING ARREST
OBSTRUCTION OF ADMIN,OBSTRUCTION OF ADMIN,2,OBSTRUCTION OF ADMIN,OBSTRUCTION OF ADMIN,OBSTRUCTION OF ADMIN
OBSTRUCTION OF ADMINISTRATION LAW,OBSTRUCTION OF ADMINISTRATION LAW,2,OBSTRUCTION OF ADMINISTRATION LAW,OBSTRUCTION OF ADMINISTRATION LAW,OBSTRUCTION OF ADMINISTRATION LAW
OBSTRUCTION OF ADMINISTRATION OF JUSTICE AND RESISTING ARREST,OBSTRUCTION OF ADMINISTRATION OF JUSTICE AND RESISTING ARREST,2,OBSTRUCTION OF ADMINISTRATION OF JUSTICE AND RESISTING ARREST,OBSTRUCTION OF ADMINISTRATION OF JUSTICE AND RESISTING ARREST,OBSTRUCTION OF ADMINISTRATION OF JUSTICE AND RESISTING ARREST
OBSTRUCTION OF JUSTICE 4TH DEGREE - OBSTRUCT/ IMPAIR PUBLIC SERVANT,OBSTRUCTION OF JUSTICE 4TH DEGREE - OBSTRUCT/ IMPAIR PUBLIC SERVANT,2,OBSTRUCTION OF JUSTICE 4TH DEGREE - OBSTRUCT/ IMPAIR PUBLIC SERVANT,OBSTRUCTION OF JUSTICE 4TH DEGREE - OBSTRUCT/ IMPAIR PUBLIC SERVANT,OBSTRUCTION OF JUSTICE 4TH DEGREE - OBSTRUCT/ IMPAIR PUBLIC SERVANT
OBSTRUCTION OF JUSTICE CONTEMPT OF COURT,OBSTRUCTION OF JUSTICE CONTEMPT OF COURT,2,OBSTRUCTION OF JUSTICE CONTEMPT OF COURT,OBSTRUCTION OF JUSTICE CONTEMPT OF COURT,OBSTRUCTION OF JUSTICE CONTEMPT OF COURT
OBSTRUCTION OF JUSTICE LOITERING TO COMMIT CDS OFFENSE,OBSTRUCTION OF JUSTICE LOITERING TO COMMIT CDS OFFENSE,2,OBSTRUCTION OF JUSTICE LOITERING TO COMMIT CDS OFFENSE,OBSTRUCTION OF JUSTICE LOITERING TO COMMIT CDS OFFENSE,OBSTRUCTION OF JUSTICE LOITERING TO COMMIT CDS OFFENSE
OBSTRUCTION OF JUSTICE/AGG. ASSAULT/RESISTING ARREST,OBSTRUCTION OF JUSTICE/AGG. ASSAULT/RESISTING ARREST,2,OBSTRUCTION OF JUSTICE/AGG. ASSAULT/RESISTING ARREST,OBSTRUCTION OF JUSTICE/AGG. ASSAULT/RESISTING ARREST,OBSTRUCTION OF JUSTICE/AGG. ASSAULT/RESISTING ARREST
OBSTRUCTION OF JUSTICE/WARRANT,OBSTRUCTION OF JUSTICE/WARRANT,2,OBSTRUCTION OF JUSTICE/WARRANT,OBSTRUCTION OF JUSTICE/WARRANT,OBSTRUCTION OF JUSTICE/WARRANT
OBSTRUCTION POSSESSION PARAPHERNALIA,OBSTRUCTION POSSESSION PARAPHERNALIA,2,OBSTRUCTION POSSESSION PARAPHERNALIA,OBSTRUCTION POSSESSION PARAPHERNALIA,OBSTRUCTION POSSESSION PARAPHERNALIA
OBSTRUCTION RESISTING/ASSAULT ON PO,OBSTRUCTION RESISTING/ASSAULT ON PO,2,OBSTRUCTION RESISTING/ASSAULT ON PO,OBSTRUCTION RESISTING/ASSAULT ON PO,OBSTRUCTION RESISTING/ASSAULT ON PO
OBSTRUCTION; RESISTING: POSS CDS: POSS PARAPHERNALIA; BURGLARY TOOLS,OBSTRUCTION; RESISTING: POSS CDS: POSS PARAPHERNALIA; BURGLARY TOOLS,2,OBSTRUCTION; RESISTING: POSS CDS: POSS PARAPHERNALIA; BURGLARY TOOLS,OBSTRUCTION; RESISTING: POSS CDS: POSS PARAPHERNALIA; BURGLARY TOOLS,OBSTRUCTION; RESISTING: POSS CDS: POSS PARAPHERNALIA; BURGLARY TOOLS
OBSTRUCTION. RESISTING ARREST. AGGRAVATED ASSAULT ON POLICE,OBSTRUCTION. RESISTING ARREST. AGGRAVATED ASSAULT ON POLICE,2,OBSTRUCTION. RESISTING ARREST. AGGRAVATED ASSAULT ON POLICE,OBSTRUCTION. RESISTING ARREST. AGGRAVATED ASSAULT ON POLICE,OBSTRUCTION. RESISTING ARREST. AGGRAVATED ASSAULT ON POLICE
OBSTRUCTION/ CONTEMPT,OBSTRUCTION/ CONTEMPT,2,OBSTRUCTION/ CONTEMPT,OBSTRUCTION/ CONTEMPT,OBSTRUCTION/ CONTEMPT
OBSTRUCTION/ DISORDERLY CONDUCT POSS OF MARIJUANA OVER 50GM,OBSTRUCTION/ DISORDERLY CONDUCT POSS OF MARIJUANA OVER 50GM,2,OBSTRUCTION/ DISORDERLY CONDUCT POSS OF MARIJUANA OVER 50GM,OBSTRUCTION/ DISORDERLY CONDUCT POSS OF MARIJUANA OVER 50GM,OBSTRUCTION/ DISORDERLY CONDUCT POSS OF MARIJUANA OVER 50GM
OBSTRUCTION/ATRA,OBSTRUCTION/ATRA,2,OBSTRUCTION/ATRA,OBSTRUCTION/ATRA,OBSTRUCTION/ATRA
OBSTRUCTION/DISORDERLY PERSON,OBSTRUCTION/DISORDERLY PERSON,2,OBSTRUCTION/DISORDERLY PERSON,OBSTRUCTION/DISORDERLY PERSON,OBSTRUCTION/DISORDERLY PERSON
OBSTRUCTION/HINDERING,OBSTRUCTION/HINDERING,2,OBSTRUCTION/HINDERING,OBSTRUCTION/HINDERING,OBSTRUCTION/HINDERING
OBSTRUCTION/INVOL. CRISIS TRANS,OBSTRUCTION/INVOL. CRISIS TRANS,2,OBSTRUCTION/INVOL. CRISIS TRANS,OBSTRUCTION/INVOL. CRISIS TRANS,OBSTRUCTION/INVOL. CRISIS TRANS
OBSTRUCTION/POSS CDS,OBSTRUCTION/POSS CDS,2,OBSTRUCTION/POSS CDS,OBSTRUCTION/POSS CDS,OBSTRUCTION/POSS CDS
OBSTRUCTION/POSS CDS PERCOCET,OBSTRUCTION/POSS CDS PERCOCET,2,OBSTRUCTION/POSS CDS PERCOCET,OBSTRUCTION/POSS CDS PERCOCET,OBSTRUCTION/POSS CDS PERCOCET
OBSTRUCTION/RESISTING/ASSAULT,OBSTRUCTION/RESISTING/ASSAULT,2,OBSTRUCTION/RESISTING/ASSAULT,OBSTRUCTION/RESISTING/ASSAULT,OBSTRUCTION/RESISTING/ASSAULT
OBSTRUCTION/RESISTING/TAMPERING,OBSTRUCTION/RESISTING/TAMPERING,2,OBSTRUCTION/RESISTING/TAMPERING,OBSTRUCTION/RESISTING/TAMPERING,OBSTRUCTION/RESISTING/TAMPERING
OF CDS,OF CDS,2,OF CDS,OF CDS,OF CDS
OF WEAPON,OF WEAPON,2,OF WEAPON,OF WEAPON,OF WEAPON
OFFENSE,OFFENSE,2,OFFENSE,OFFENSE,OFFENSE
OFFENSES,OFFENSES,2,OFFENSES,OFFENSES,OFFENSES
OFFENSIVE LANGUAGE,OFFENSIVE LANGUAGE,2,OFFENSIVE LANGUAGE,OFFENSIVE LANGUAGE,OFFENSIVE LANGUAGE
OGA,OGA,2,OGA,OGA,OGA
OPEN ALCOHOL,OPEN ALCOHOL,2,OPEN ALCOHOL,OPEN ALCOHOL,OPEN ALCOHOL
ORD 3-9.1,ORD 3-9.1,2,ORD 3-9.1,ORD 3-9.1,ORD 3-9.1
ORDINANCE FOR DISORDERLY CONDUCT ISSUED ON SCENE,ORDINANCE FOR DISORDERLY CONDUCT ISSUED ON SCENE,2,ORDINANCE FOR DISORDERLY CONDUCT ISSUED ON SCENE,ORDINANCE FOR DISORDERLY CONDUCT ISSUED ON SCENE,ORDINANCE FOR DISORDERLY CONDUCT ISSUED ON SCENE
OTHER MOTOR VEHICLE,OTHER MOTOR VEHICLE,2,OTHER MOTOR VEHICLE,OTHER MOTOR VEHICLE,OTHER MOTOR VEHICLE
OTHER MULTIPLE CHARGES,OTHER MULTIPLE CHARGES,2,OTHER MULTIPLE CHARGES,OTHER MULTIPLE CHARGES,OTHER MULTIPLE CHARGES
OTHER OFFENSES,OTHER OFFENSES,2,OTHER OFFENSES,OTHER OFFENSES,OTHER OFFENSES
OTHER: PHYSICALLY AND VERBALLY AGGRESSIVE,OTHER: PHYSICALLY AND VERBALLY AGGRESSIVE,2,OTHER: PHYSICALLY AND VERBALLY AGGRESSIVE,OTHER: PHYSICALLY AND VERBALLY AGGRESSIVE,OTHER: PHYSICALLY AND VERBALLY AGGRESSIVE
OUTSTANDING TRAFFIC WARRANT,OUTSTANDING TRAFFIC WARRANT,2,OUTSTANDING TRAFFIC WARRANT,OUTSTANDING TRAFFIC WARRANT,OUTSTANDING TRAFFIC WARRANT
OUTSTANDING WARRANT,OUTSTANDING WARRANT,2,OUTSTANDING WARRANT,OUTSTANDING WARRANT,OUTSTANDING WARRANT
P.E.S.S.,P.E.S.S.,2,P.E.S.S.,P.E.S.S.,P.E.S.S.
P.E.S.S. TRANSPORT,P.E.S.S. TRANSPORT,2,P.E.S.S. TRANSPORT,P.E.S.S. TRANSPORT,P.E.S.S. TRANSPORT
PANHANDLING,PANHANDLING,2,PANHANDLING,PANHANDLING,PANHANDLING
PARAPHEMALIA,PARAPHEMALIA,2,PARAPHEMALIA,PARAPHEMALIA,PARAPHEMALIA
PARAPHEMALLA AND TAMPERING,PARAPHEMALLA AND TAMPERING,2,PARAPHEMALLA AND TAMPERING,PARAPHEMALLA AND TAMPERING,PARAPHEMALLA AND TAMPERING
PARK,PARK,2,PARK,PARK,PARK
PEERING INTO DWELLING,PEERING INTO DWELLING,2,PEERING INTO DWELLING,PEERING INTO DWELLING,PEERING INTO DWELLING
PENDING LFPD,PENDING LFPD,2,PENDING LFPD,PENDING LFPD,PENDING LFPD
PENDING PSYCHOLOGICAL EVALUATION,PENDING PSYCHOLOGICAL EVALUATION,2,PENDING PSYCHOLOGICAL EVALUATION,PENDING PSYCHOLOGICAL EVALUATION,PENDING PSYCHOLOGICAL EVALUATION
PYSCH. EVAL.,PYSCH. EVAL.,2,PYSCH. EVAL.,PESS EVAL,PESS EVAL
POS OF DRUG,POS OF DRUG,2,POS OF DRUG,POS OF DRUG,POS OF DRUG
POSS / DIST OF CDS,POSS / DIST OF CDS,2,POSS / DIST OF CDS,POSS / DIST OF CDS,POSS / DIST OF CDS
POSS 500 FT PK,POSS 500 FT PK,2,POSS 500 FT PK,POSS 500 FT PK,POSS 500 FT PK
POSS 750 GRAMS MARIJUANA/TAMPERING,POSS 750 GRAMS MARIJUANA/TAMPERING,2,POSS 750 GRAMS MARIJUANA/TAMPERING,POSS 750 GRAMS MARIJUANA/TAMPERING,POSS 750 GRAMS MARIJUANA/TAMPERING
POSS AT BY P.O,POSS AT BY P.O,2,POSS AT BY P.O,POSS AT BY P.O,POSS AT BY P.O
POSS CDS / DUI / OBSTRUCTION / RESIST,POSS CDS / DUI / OBSTRUCTION / RESIST,2,POSS CDS / DUI / OBSTRUCTION / RESIST,POSS CDS / DUI / OBSTRUCTION / RESIST,POSS CDS / DUI / OBSTRUCTION / RESIST
POSS CDS AGGASS,POSS CDS AGGASS,2,POSS CDS AGGASS,POSS CDS AGGASS,POSS CDS AGGASS
POSS CDS MARIJUANAM W/INTENT W 1000 FEET SCHOOL AND RESISTING ARREST,POSS CDS MARIJUANAM W/INTENT W 1000 FEET SCHOOL AND RESISTING ARREST,2,POSS CDS MARIJUANAM W/INTENT W 1000 FEET SCHOOL AND RESISTING ARREST,POSS CDS MARIJUANAM W/INTENT W 1000 FEET SCHOOL AND RESISTING ARREST,POSS CDS MARIJUANAM W/INTENT W 1000 FEET SCHOOL AND RESISTING ARREST
POSS CDS PARA HARASSMENT,POSS CDS PARA HARASSMENT,2,POSS CDS PARA HARASSMENT,POSS CDS PARA HARASSMENT,POSS CDS PARA HARASSMENT
POSS CDS PARAPH,POSS CDS PARAPH,2,POSS CDS PARAPH,POSS CDS PARAPH,POSS CDS PARAPH
POSS CDS W/INTENT,POSS CDS W/INTENT,2,POSS CDS W/INTENT,POSS CDS W/INTENT,POSS CDS W/INTENT
POSS CDS/INTENT,POSS CDS/INTENT,2,POSS CDS/INTENT,POSS CDS/INTENT,POSS CDS/INTENT
POSS CRACK/MARIJUANA,POSS CRACK/MARIJUANA,2,POSS CRACK/MARIJUANA,POSS CRACK/MARIJUANA,POSS CRACK/MARIJUANA
